#    L    TT             EE             BB             TE          
   395   0.179502E+04   0.217946E+02   0.431480E-01   0.958546E+01
   396   0.178867E+04   0.217933E+02   0.432794E-01   0.765246E+01
   397   0.178262E+04   0.217883E+02   0.434115E-01   0.572530E+01
   398   0.177709E+04   0.217789E+02   0.435443E-01   0.380530E+01
   399   0.177195E+04   0.217657E+02   0.436778E-01   0.189334E+01
   400   0.176719E+04   0.217488E+02   0.438121E-01  -0.968741E-02
   401   0.176288E+04   0.217275E+02   0.439471E-01  -0.190319E+01
   402   0.175902E+04   0.217017E+02   0.440829E-01  -0.378623E+01
   403   0.175555E+04   0.216728E+02   0.442195E-01  -0.565823E+01
   404   0.175245E+04   0.216396E+02   0.443569E-01  -0.751761E+01
   405   0.174981E+04   0.216018E+02   0.444952E-01  -0.936519E+01
   406   0.174747E+04   0.215611E+02   0.446342E-01  -0.111987E+02
   407   0.174558E+04   0.215159E+02   0.447742E-01  -0.130197E+02
   408   0.174407E+04   0.214670E+02   0.449150E-01  -0.148237E+02
   409   0.174302E+04   0.214151E+02   0.450567E-01  -0.166129E+02
   410   0.174227E+04   0.213581E+02   0.451992E-01  -0.183865E+02
   411   0.174197E+04   0.212980E+02   0.453428E-01  -0.201424E+02
   412   0.174198E+04   0.212342E+02   0.454872E-01  -0.218813E+02
   413   0.174236E+04   0.211668E+02   0.456326E-01  -0.236016E+02
   414   0.174305E+04   0.210955E+02   0.457789E-01  -0.253034E+02
   415   0.174419E+04   0.210214E+02   0.459262E-01  -0.269845E+02
   416   0.174563E+04   0.209427E+02   0.460745E-01  -0.286463E+02
   417   0.174738E+04   0.208611E+02   0.462238E-01  -0.302881E+02
   418   0.174951E+04   0.207743E+02   0.463741E-01  -0.319068E+02
   419   0.175201E+04   0.206853E+02   0.465254E-01  -0.335034E+02
   420   0.175481E+04   0.205933E+02   0.466778E-01  -0.350777E+02
   421   0.175799E+04   0.204976E+02   0.468311E-01  -0.366282E+02
   422   0.176148E+04   0.203982E+02   0.469855E-01  -0.381558E+02
   423   0.176519E+04   0.202951E+02   0.471410E-01  -0.396581E+02
   424   0.176921E+04   0.201890E+02   0.472975E-01  -0.411359E+02
   425   0.177360E+04   0.200791E+02   0.474551E-01  -0.425870E+02
   426   0.177829E+04   0.199671E+02   0.476137E-01  -0.440122E+02
   427   0.178322E+04   0.198514E+02   0.477734E-01  -0.454120E+02
   428   0.178844E+04   0.197326E+02   0.479342E-01  -0.467830E+02
   429   0.179389E+04   0.196110E+02   0.480961E-01  -0.481265E+02
   430   0.179972E+04   0.194870E+02   0.482590E-01  -0.494424E+02
   431   0.180578E+04   0.193594E+02   0.484231E-01  -0.507295E+02
   432   0.181199E+04   0.192288E+02   0.485882E-01  -0.519883E+02
   433   0.181858E+04   0.190968E+02   0.487544E-01  -0.532159E+02
   434   0.182532E+04   0.189610E+02   0.489217E-01  -0.544153E+02
   435   0.183229E+04   0.188237E+02   0.490900E-01  -0.555842E+02
   436   0.183956E+04   0.186834E+02   0.492595E-01  -0.567227E+02
   437   0.184706E+04   0.185402E+02   0.494300E-01  -0.578292E+02
   438   0.185471E+04   0.183948E+02   0.496016E-01  -0.589038E+02
   439   0.186267E+04   0.182478E+02   0.497742E-01  -0.599479E+02
   440   0.187078E+04   0.180979E+02   0.499479E-01  -0.609585E+02
   441   0.187911E+04   0.179458E+02   0.501227E-01  -0.619379E+02
   442   0.188753E+04   0.177914E+02   0.502985E-01  -0.628839E+02
   443   0.189624E+04   0.176355E+02   0.504753E-01  -0.637972E+02
   444   0.190511E+04   0.174782E+02   0.506532E-01  -0.646763E+02
   445   0.191414E+04   0.173171E+02   0.508320E-01  -0.655219E+02
   446   0.192324E+04   0.171560E+02   0.510119E-01  -0.663325E+02
   447   0.193257E+04   0.169934E+02   0.511928E-01  -0.671105E+02
   448   0.194199E+04   0.168278E+02   0.513746E-01  -0.678542E+02
   449   0.195162E+04   0.166615E+02   0.515574E-01  -0.685622E+02
   450   0.196142E+04   0.164944E+02   0.517412E-01  -0.692367E+02
   451   0.197129E+04   0.163251E+02   0.519259E-01  -0.698755E+02
   452   0.198124E+04   0.161550E+02   0.521116E-01  -0.704808E+02
   453   0.199142E+04   0.159842E+02   0.522981E-01  -0.710504E+02
   454   0.200161E+04   0.158118E+02   0.524856E-01  -0.715858E+02
   455   0.201187E+04   0.156387E+02   0.526739E-01  -0.720870E+02
   456   0.202236E+04   0.154641E+02   0.528631E-01  -0.725473E+02
   457   0.203279E+04   0.152895E+02   0.530532E-01  -0.729808E+02
   458   0.204336E+04   0.151142E+02   0.532441E-01  -0.733690E+02
   459   0.205402E+04   0.149388E+02   0.534357E-01  -0.737274E+02
   460   0.206475E+04   0.147619E+02   0.536282E-01  -0.740502E+02
   461   0.207549E+04   0.145851E+02   0.538215E-01  -0.743380E+02
   462   0.208630E+04   0.144074E+02   0.540155E-01  -0.745850E+02
   463   0.209712E+04   0.142305E+02   0.542103E-01  -0.748097E+02
   464   0.210795E+04   0.140536E+02   0.544058E-01  -0.749824E+02
   465   0.211878E+04   0.138767E+02   0.546020E-01  -0.751327E+02
   466   0.212969E+04   0.136991E+02   0.547989E-01  -0.752385E+02
   467   0.214067E+04   0.135221E+02   0.549964E-01  -0.753146E+02
   468   0.215159E+04   0.133459E+02   0.551946E-01  -0.753536E+02
   469   0.216251E+04   0.131690E+02   0.553934E-01  -0.753628E+02
   470   0.217350E+04   0.129935E+02   0.555928E-01  -0.753349E+02
   471   0.218428E+04   0.128195E+02   0.557928E-01  -0.752698E+02
   472   0.219521E+04   0.126455E+02   0.559933E-01  -0.751751E+02
   473   0.220607E+04   0.124722E+02   0.561944E-01  -0.750431E+02
   474   0.221694E+04   0.123004E+02   0.563960E-01  -0.748815E+02
   475   0.222780E+04   0.121286E+02   0.565981E-01  -0.746827E+02
   476   0.223852E+04   0.119590E+02   0.568007E-01  -0.744490E+02
   477   0.224917E+04   0.117902E+02   0.570037E-01  -0.741900E+02
   478   0.225983E+04   0.116220E+02   0.572072E-01  -0.738871E+02
   479   0.227041E+04   0.114561E+02   0.574110E-01  -0.735650E+02
   480   0.228092E+04   0.112917E+02   0.576152E-01  -0.732041E+02
   481   0.229136E+04   0.111287E+02   0.578198E-01  -0.728083E+02
   482   0.230180E+04   0.109679E+02   0.580248E-01  -0.723835E+02
   483   0.231202E+04   0.108086E+02   0.582300E-01  -0.719319E+02
   484   0.232210E+04   0.106516E+02   0.584356E-01  -0.714476E+02
   485   0.233225E+04   0.104959E+02   0.586413E-01  -0.709320E+02
   486   0.234226E+04   0.103433E+02   0.588474E-01  -0.703874E+02
   487   0.235212E+04   0.101928E+02   0.590536E-01  -0.698137E+02
   488   0.236183E+04   0.100438E+02   0.592601E-01  -0.692103E+02
   489   0.237148E+04   0.989778E+01   0.594667E-01  -0.685785E+02
   490   0.238105E+04   0.975469E+01   0.596734E-01  -0.679176E+02
   491   0.239032E+04   0.961379E+01   0.598802E-01  -0.672306E+02
   492   0.239960E+04   0.947585E+01   0.600872E-01  -0.665167E+02
   493   0.240873E+04   0.933936E+01   0.602942E-01  -0.657745E+02
   494   0.241772E+04   0.920730E+01   0.605012E-01  -0.650076E+02
   495   0.242648E+04   0.907743E+01   0.607082E-01  -0.642146E+02
   496   0.243509E+04   0.895126E+01   0.609152E-01  -0.633968E+02
   497   0.244356E+04   0.882802E+01   0.611221E-01  -0.625536E+02
   498   0.245189E+04   0.870697E+01   0.613290E-01  -0.616879E+02
   499   0.246014E+04   0.859035E+01   0.615357E-01  -0.607967E+02
   500   0.246817E+04   0.847592E+01   0.617423E-01  -0.598845E+02
   501   0.247590E+04   0.836591E+01   0.619487E-01  -0.589498E+02
   502   0.248363E+04   0.825957E+01   0.621549E-01  -0.579925E+02
   503   0.249107E+04   0.815617E+01   0.623609E-01  -0.570149E+02
   504   0.249829E+04   0.805644E+01   0.625667E-01  -0.560155E+02
   505   0.250551E+04   0.796113E+01   0.627721E-01  -0.549981E+02
   506   0.251236E+04   0.786964E+01   0.629772E-01  -0.539605E+02
   507   0.251914E+04   0.778167E+01   0.631819E-01  -0.529048E+02
   508   0.252562E+04   0.769826E+01   0.633863E-01  -0.518303E+02
   509   0.253195E+04   0.761845E+01   0.635902E-01  -0.507400E+02
   510   0.253799E+04   0.754291E+01   0.637937E-01  -0.496331E+02
   511   0.254396E+04   0.747133E+01   0.639968E-01  -0.485098E+02
   512   0.254963E+04   0.740416E+01   0.641993E-01  -0.473714E+02
   513   0.255515E+04   0.734118E+01   0.644012E-01  -0.462194E+02
   514   0.256046E+04   0.728268E+01   0.646026E-01  -0.450539E+02
   515   0.256554E+04   0.722859E+01   0.648034E-01  -0.438748E+02
   516   0.257040E+04   0.717899E+01   0.650035E-01  -0.426837E+02
   517   0.257497E+04   0.713401E+01   0.652030E-01  -0.414812E+02
   518   0.257939E+04   0.709351E+01   0.654017E-01  -0.402682E+02
   519   0.258366E+04   0.705772E+01   0.655998E-01  -0.390438E+02
   520   0.258764E+04   0.702655E+01   0.657970E-01  -0.378111E+02
   521   0.259133E+04   0.700009E+01   0.659935E-01  -0.365700E+02
   522   0.259479E+04   0.697855E+01   0.661892E-01  -0.353206E+02
   523   0.259811E+04   0.696179E+01   0.663840E-01  -0.340643E+02
   524   0.260120E+04   0.694980E+01   0.665779E-01  -0.328018E+02
   525   0.260393E+04   0.694273E+01   0.667709E-01  -0.315325E+02
   526   0.260651E+04   0.694059E+01   0.669630E-01  -0.302585E+02
   527   0.260902E+04   0.694337E+01   0.671541E-01  -0.289807E+02
   528   0.261115E+04   0.695106E+01   0.673442E-01  -0.277003E+02
   529   0.261307E+04   0.696398E+01   0.675333E-01  -0.264161E+02
   530   0.261469E+04   0.698189E+01   0.677213E-01  -0.251316E+02
   531   0.261632E+04   0.700473E+01   0.679083E-01  -0.238439E+02
   532   0.261750E+04   0.703278E+01   0.680942E-01  -0.225568E+02
   533   0.261846E+04   0.706590E+01   0.682790E-01  -0.212701E+02
   534   0.261920E+04   0.710416E+01   0.684626E-01  -0.199847E+02
   535   0.261971E+04   0.714765E+01   0.686450E-01  -0.187013E+02
   536   0.262001E+04   0.719620E+01   0.688263E-01  -0.174198E+02
   537   0.262016E+04   0.724989E+01   0.690063E-01  -0.161418E+02
   538   0.261994E+04   0.730888E+01   0.691851E-01  -0.148680E+02
   539   0.261957E+04   0.737286E+01   0.693627E-01  -0.135991E+02
   540   0.261898E+04   0.744229E+01   0.695389E-01  -0.123358E+02
   541   0.261809E+04   0.751671E+01   0.697139E-01  -0.110781E+02
   542   0.261706E+04   0.759635E+01   0.698876E-01  -0.982835E+01
   543   0.261573E+04   0.768128E+01   0.700599E-01  -0.858596E+01
   544   0.261426E+04   0.777136E+01   0.702309E-01  -0.735193E+01
   545   0.261248E+04   0.786659E+01   0.704005E-01  -0.612683E+01
   546   0.261056E+04   0.796675E+01   0.705688E-01  -0.491170E+01
   547   0.260835E+04   0.807205E+01   0.707356E-01  -0.370682E+01
   548   0.260598E+04   0.818250E+01   0.709010E-01  -0.251322E+01
   549   0.260339E+04   0.829810E+01   0.710651E-01  -0.133159E+01
   550   0.260058E+04   0.841886E+01   0.712276E-01  -0.162488E+00
   551   0.259763E+04   0.854477E+01   0.713887E-01   0.993477E+00
   552   0.259437E+04   0.867583E+01   0.715484E-01   0.213523E+01
   553   0.259097E+04   0.881055E+01   0.717066E-01   0.326255E+01
   554   0.258734E+04   0.895191E+01   0.718633E-01   0.437462E+01
   555   0.258349E+04   0.909767E+01   0.720185E-01   0.547062E+01
   556   0.257942E+04   0.924858E+01   0.721722E-01   0.655042E+01
   557   0.257520E+04   0.940389E+01   0.723244E-01   0.761224E+01
   558   0.257076E+04   0.956509E+01   0.724750E-01   0.865666E+01
   559   0.256609E+04   0.972994E+01   0.726241E-01   0.968296E+01
   560   0.256135E+04   0.989919E+01   0.727717E-01   0.106896E+02
   561   0.255624E+04   0.100736E+02   0.729178E-01   0.116767E+02
   562   0.255113E+04   0.102531E+02   0.730622E-01   0.126435E+02
   563   0.254580E+04   0.104363E+02   0.732052E-01   0.135913E+02
   564   0.254032E+04   0.106254E+02   0.733465E-01   0.145152E+02
   565   0.253461E+04   0.108174E+02   0.734863E-01   0.154186E+02
   566   0.252876E+04   0.110145E+02   0.736245E-01   0.162988E+02
   567   0.252276E+04   0.112153E+02   0.737611E-01   0.171565E+02
   568   0.251661E+04   0.114212E+02   0.738961E-01   0.179900E+02
   569   0.251024E+04   0.116315E+02   0.740295E-01   0.188018E+02
   570   0.250379E+04   0.118454E+02   0.741614E-01   0.195866E+02
   571   0.249713E+04   0.120638E+02   0.742916E-01   0.203466E+02
   572   0.249031E+04   0.122858E+02   0.744202E-01   0.210818E+02
   573   0.248342E+04   0.125115E+02   0.745473E-01   0.217900E+02
   574   0.247638E+04   0.127415E+02   0.746727E-01   0.224727E+02
   575   0.246919E+04   0.129745E+02   0.747965E-01   0.231277E+02
   576   0.246193E+04   0.132119E+02   0.749188E-01   0.237565E+02
   577   0.245444E+04   0.134529E+02   0.750394E-01   0.243575E+02
   578   0.244688E+04   0.136969E+02   0.751584E-01   0.249300E+02
   579   0.243925E+04   0.139452E+02   0.752758E-01   0.254748E+02
   580   0.243154E+04   0.141965E+02   0.753916E-01   0.259897E+02
   581   0.242354E+04   0.144507E+02   0.755058E-01   0.264768E+02
   582   0.241553E+04   0.147086E+02   0.756184E-01   0.269340E+02
   583   0.240745E+04   0.149693E+02   0.757294E-01   0.273604E+02
   584   0.239929E+04   0.152330E+02   0.758388E-01   0.277577E+02
   585   0.239106E+04   0.154997E+02   0.759466E-01   0.281243E+02
   586   0.238268E+04   0.157685E+02   0.760529E-01   0.284601E+02
   587   0.237430E+04   0.160410E+02   0.761576E-01   0.287653E+02
   588   0.236577E+04   0.163157E+02   0.762607E-01   0.290383E+02
   589   0.235717E+04   0.165933E+02   0.763622E-01   0.292805E+02
   590   0.234849E+04   0.168723E+02   0.764622E-01   0.294914E+02
   591   0.233981E+04   0.171551E+02   0.765606E-01   0.296700E+02
   592   0.233105E+04   0.174386E+02   0.766576E-01   0.298157E+02
   593   0.232222E+04   0.177257E+02   0.767529E-01   0.299307E+02
   594   0.231324E+04   0.180143E+02   0.768468E-01   0.300120E+02
   595   0.230426E+04   0.183037E+02   0.769392E-01   0.300618E+02
   596   0.229535E+04   0.185967E+02   0.770301E-01   0.300779E+02
   597   0.228636E+04   0.188890E+02   0.771195E-01   0.300618E+02
   598   0.227752E+04   0.191842E+02   0.772074E-01   0.300127E+02
   599   0.226853E+04   0.194810E+02   0.772939E-01   0.299314E+02
   600   0.225946E+04   0.197792E+02   0.773790E-01   0.298164E+02
   601   0.225039E+04   0.200789E+02   0.774627E-01   0.296684E+02
   602   0.224132E+04   0.203786E+02   0.775449E-01   0.294866E+02
   603   0.223217E+04   0.206805E+02   0.776258E-01   0.292734E+02
   604   0.222317E+04   0.209824E+02   0.777053E-01   0.290265E+02
   605   0.221410E+04   0.212851E+02   0.777835E-01   0.287466E+02
   606   0.220509E+04   0.215885E+02   0.778603E-01   0.284338E+02
   607   0.219586E+04   0.218927E+02   0.779359E-01   0.280880E+02
   608   0.218685E+04   0.221976E+02   0.780102E-01   0.277094E+02
   609   0.217791E+04   0.225018E+02   0.780832E-01   0.272978E+02
   610   0.216889E+04   0.228059E+02   0.781550E-01   0.268533E+02
   611   0.215995E+04   0.231109E+02   0.782255E-01   0.263766E+02
   612   0.215107E+04   0.234166E+02   0.782949E-01   0.258685E+02
   613   0.214212E+04   0.237193E+02   0.783632E-01   0.253268E+02
   614   0.213332E+04   0.240235E+02   0.784303E-01   0.247529E+02
   615   0.212451E+04   0.243263E+02   0.784962E-01   0.241476E+02
   616   0.211578E+04   0.246298E+02   0.785611E-01   0.235109E+02
   617   0.210719E+04   0.249326E+02   0.786250E-01   0.228429E+02
   618   0.209860E+04   0.252347E+02   0.786878E-01   0.221426E+02
   619   0.209000E+04   0.255367E+02   0.787496E-01   0.214132E+02
   620   0.208162E+04   0.258359E+02   0.788105E-01   0.206524E+02
   621   0.207317E+04   0.261351E+02   0.788704E-01   0.198610E+02
   622   0.206486E+04   0.264328E+02   0.789294E-01   0.190388E+02
   623   0.205670E+04   0.267283E+02   0.789875E-01   0.181883E+02
   624   0.204853E+04   0.270223E+02   0.790447E-01   0.173078E+02
   625   0.204043E+04   0.273149E+02   0.791011E-01   0.163974E+02
   626   0.203248E+04   0.276061E+02   0.791567E-01   0.154585E+02
   627   0.202468E+04   0.278950E+02   0.792116E-01   0.144912E+02
   628   0.201694E+04   0.281818E+02   0.792657E-01   0.134954E+02
   629   0.200935E+04   0.284664E+02   0.793191E-01   0.124718E+02
   630   0.200176E+04   0.287488E+02   0.793718E-01   0.114198E+02
   631   0.199431E+04   0.290290E+02   0.794239E-01   0.103423E+02
   632   0.198707E+04   0.293063E+02   0.794754E-01   0.923697E+01
   633   0.197984E+04   0.295822E+02   0.795263E-01   0.810613E+01
   634   0.197282E+04   0.298536E+02   0.795766E-01   0.694974E+01
   635   0.196595E+04   0.301237E+02   0.796264E-01   0.576814E+01
   636   0.195907E+04   0.303916E+02   0.796757E-01   0.456201E+01
   637   0.195242E+04   0.306543E+02   0.797245E-01   0.333072E+01
   638   0.194590E+04   0.309156E+02   0.797729E-01   0.207642E+01
   639   0.193953E+04   0.311725E+02   0.798208E-01   0.798120E+00
   640   0.193331E+04   0.314273E+02   0.798684E-01  -0.502594E+00
   641   0.192723E+04   0.316784E+02   0.799157E-01  -0.182577E+01
   642   0.192122E+04   0.319252E+02   0.799626E-01  -0.317067E+01
   643   0.191543E+04   0.321698E+02   0.800093E-01  -0.453681E+01
   644   0.190985E+04   0.324085E+02   0.800557E-01  -0.592354E+01
   645   0.190435E+04   0.326444E+02   0.801018E-01  -0.733061E+01
   646   0.189899E+04   0.328766E+02   0.801478E-01  -0.875734E+01
   647   0.189392E+04   0.331045E+02   0.801935E-01  -0.102036E+02
   648   0.188885E+04   0.333287E+02   0.802392E-01  -0.116676E+02
   649   0.188407E+04   0.335478E+02   0.802847E-01  -0.131499E+02
   650   0.187944E+04   0.337626E+02   0.803301E-01  -0.146492E+02
   651   0.187495E+04   0.339745E+02   0.803755E-01  -0.161655E+02
   652   0.187060E+04   0.341813E+02   0.804208E-01  -0.176980E+02
   653   0.186655E+04   0.343823E+02   0.804661E-01  -0.192452E+02
   654   0.186256E+04   0.345797E+02   0.805115E-01  -0.208065E+02
   655   0.185872E+04   0.347727E+02   0.805569E-01  -0.223825E+02
   656   0.185517E+04   0.349607E+02   0.806024E-01  -0.239717E+02
   657   0.185177E+04   0.351435E+02   0.806480E-01  -0.255728E+02
   658   0.184843E+04   0.353221E+02   0.806937E-01  -0.271863E+02
   659   0.184546E+04   0.354955E+02   0.807395E-01  -0.288109E+02
   660   0.184264E+04   0.356632E+02   0.807856E-01  -0.304458E+02
   661   0.183996E+04   0.358257E+02   0.808319E-01  -0.320895E+02
   662   0.183749E+04   0.359840E+02   0.808784E-01  -0.337435E+02
   663   0.183518E+04   0.361372E+02   0.809252E-01  -0.354064E+02
   664   0.183307E+04   0.362838E+02   0.809722E-01  -0.370759E+02
   665   0.183112E+04   0.364254E+02   0.810196E-01  -0.387527E+02
   666   0.182938E+04   0.365619E+02   0.810674E-01  -0.404354E+02
   667   0.182785E+04   0.366926E+02   0.811155E-01  -0.421239E+02
   668   0.182640E+04   0.368183E+02   0.811640E-01  -0.438177E+02
   669   0.182531E+04   0.369381E+02   0.812129E-01  -0.455151E+02
   670   0.182430E+04   0.370522E+02   0.812623E-01  -0.472147E+02
   671   0.182357E+04   0.371620E+02   0.813122E-01  -0.489181E+02
   672   0.182291E+04   0.372645E+02   0.813625E-01  -0.506236E+02
   673   0.182255E+04   0.373627E+02   0.814134E-01  -0.523292E+02
